"Name","Province","Climate ID","Station ID","WMO ID","TC ID","Latitude (Decimal Degrees)","Longitude (Decimal Degrees)","Latitude","Longitude","Elevation (m)","First Year","Last Year","HLY First Year","HLY Last Year","DLY First Year","DLY Last Year","MLY First Year","MLY Last Year"
"GRISE FIORD CLIMATE","NUNAVUT","2402351","46568","71971","NGC","76.42","-82.9","762522040","-825408020","44.5","2007","2021","2007","2021","2007","2021","",""
"HALL BEACH AWOS","NUNAVUT","2402352","47467","71081","YUX","68.78","-81.24","684634000","-811437000","9.1","2008","2012","2008","2012","2008","2012","",""
"SANIRAJAK","NUNAVUT","2402353","42483","71320","XUX","68.78","-81.24","684634000","-811437000","8.2","2004","2021","2004","2021","2004","2021","2005","2007"
"HALL BEACH A","NUNAVUT","2402354","50498","71293","YUX","68.78","-81.24","684633000","-811433000","9.1","2012","2021","2012","2021","2012","2021","",""
"HALL BEACH A","NUNAVUT","2402356","50499","","YUX","68.78","-81.24","684633000","-811433000","9.1","2012","2021","2012","2021","","","",""
"GRISE FIORD A","NUNAVUT","2402360","53514","","WGZ","76.43","-82.91","762533000","-825429000","41.1","2015","2021","2015","2021","2018","2021","",""
"IDA (AUT)","NUNAVUT","2402536","7353","","WGS","81.58","-69.38","813500000","-692300000","839.1","1983","1986","1983","1986","","","",""
"IGLOOLIK","NUNAVUT","2402540","1756","","","69.38","-81.8","692300000","-814800000","21.3","1977","2003","","","1977","2003","1977","2003"
"IGLOOLIK A","NUNAVUT","2402541","53334","","YGT","69.36","-81.82","692153000","-814859000","52.7","2015","2021","2015","2021","","","",""
"IGLOOLIK A","NUNAVUT","2402543","1757","","YGT","69.37","-81.82","692200000","-814900000","52.74","1984","2015","1984","2015","1984","2015","1984","2007"
"IGLOOLIK A","NUNAVUT","2402546","53333","","YGT","69.36","-81.82","692153000","-814859000","52.7","2015","2021","2015","2021","2018","2021","",""
"IQALUIT A","NUNAVUT","2402590","1758","71909","YFB","63.75","-68.55","634500000","-683300000","33.5","1946","2014","1953","2014","1946","2008","1946","2007"
"IQALUIT AWOS","NUNAVUT","2402591","47388","71909","YFB","63.75","-68.55","634500000","-683300000","33.5","2008","2015","2008","2015","2008","2015","",""
"IQALUIT CLIMATE","NUNAVUT","2402592","42503","71321","XFB","63.75","-68.54","634450000","-683240000","33.5","2004","2021","2004","2021","2004","2021","2005","2007"
"IQALUIT UA","NUNAVUT","2402594","10082","71909","","63.75","-68.55","634500000","-683300000","21.9","1997","2016","","","1997","2016","1997","2007"
"IQALUIT A","NUNAVUT","2402596","52079","","YFB","63.76","-68.56","634524000","-683322000","33.5","2014","2021","2014","2021","2018","2021","",""
"ISACHSEN","NUNAVUT","2402600","1790","","","78.78","-103.53","784700000","-1033200000","25.3","1948","1978","1953","1978","1948","1978","1948","1978"
"ISACHSEN (AUT)","NUNAVUT","2402604","10253","71074","WIC","78.79","-103.55","784732004","-1033316008","58","1994","2021","1994","2021","1995","2021","2003","2007"
"KEITH BAY","NUNAVUT","2402665","1759","","","68.4","-88.22","682400000","-881300000","80.8","1959","1963","","","1959","1963","1959","1963"
"KILLINEK","NUNAVUT","2402667","1760","","","60.42","-64.85","602500000","-645100000","9.4","1975","1985","1975","1985","1975","1985","1975","1984"
"KIMMIRUT A","NUNAVUT","2402671","51424","","YLC","62.85","-69.88","625053000","-695238000","51.5","2015","2021","2015","2021","","","",""
"KIMMIRUT A","NUNAVUT","2402673","53517","","YLC","62.85","-69.88","625053000","-695238000","51.5","2015","2021","2015","2021","2018","2021","",""
"KIVITOO","NUNAVUT","2402675","1761","","","67.97","-64.92","675800000","-645500000","442","1959","1963","","","1959","1963","1959","1963"
"LAKE HARBOUR","NUNAVUT","2402681","1762","","","62.83","-69.92","625000000","-695500000","16.5","1913","1946","","","1913","1946","1913","1946"
"LAKE HAZEN","NUNAVUT","2402682","1763","","","81.82","-71.3","814900000","-711800000","159.1","1957","1963","","","1957","1963","1963","1963"
"LONGSTAFF BLUFF","NUNAVUT","2402684","1764","71091","WLX","68.9","-75.14","685355000","-750827000","160.8","1955","2021","1955","2021","1957","2021","1958","2007"
"MACKAR INLET","NUNAVUT","2402686","1765","71080","WUU","68.3","-85.67","681800000","-854000000","394.7","1956","1992","1956","1992","1957","1992","1957","1992"
"MARY RIVER","NUNAVUT","2402687","1766","","","71.32","-79.33","711900000","-792000000","243.8","1958","1965","","","1963","1965","1958","1965"
"MATHESON POINT","NUNAVUT","2402688","1767","","","68.83","-95.32","685000000","-951900000","70.1","1959","1963","","","1959","1963","1959","1963"
"MEIGHEN ISLAND ICE CAP","NUNAVUT","2402689","1768","","","79.97","-99.15","795800000","-990900000","240.8","1960","1971","","","1960","1971","1969","1971"
"MT ARTHUR (AUT)","NUNAVUT","2402710","7354","","WNG","81.33","-74.77","812000000","-744600000","1335.9","1983","1986","1983","1986","","","",""
"NADLUARDJUK LAKE","NUNAVUT","2402718","10851","","","68.62","-73.21","683711000","-731241000","138.8","1992","1993","1992","1993","1992","1993","",""
"NANISIVIK A","NUNAVUT","2402730","1769","","YSR","72.98","-84.62","725900000","-843700000","641.9","1976","2011","1977","2011","1976","2010","1976","2007"
"NANISIVIK AWOS","NUNAVUT","2402731","47468","","YSR","72.98","-84.62","725900000","-843700000","641.9","2008","2011","2008","2011","","","",""
"NOTTINGHAM ISLAND","NUNAVUT","2402900","1770","","","63.12","-77.93","630700000","-775600000","16.5","1927","1970","1953","1970","1927","1970","1927","1970"
"KILLINEK (AUT)","NUNAVUT","2402F67","8995","","","60.42","-64.85","602500000","-645100000","31.7","1985","1986","1985","1986","","","",""
"LONGSTAFF BLUFF A","NUNAVUT","2402F84","8950","","","68.93","-75.28","685600000","-751700000","14.3","1983","1991","1983","1991","","","",""
"PADLOPING ISLAND","NUNAVUT","2403000","1771","","","67.03","-62.73","670200000","-624400000","39.6","1941","1956","","","1941","1956","1942","1956"
"PANGNIRTUNG","NUNAVUT","2403049","10721","71826","WXP","66.14","-65.71","660836300","-654240500","22.6","1994","2021","1994","2021","1995","2021","1996","2007"
"PANGNIRTUNG 1925 CLIMATE","NUNAVUT","2403050","1772","","","66.13","-65.73","660800000","-654400000","15.2","1925","1983","","","1925","1983","1926","1983"
"PANGNIRTUNG A","NUNAVUT","2403051","51158","","YXP","66.15","-65.71","660842000","-654249000","24.1","2013","2021","2013","2021","","","",""
"PANGNIRTUNG AWOS","NUNAVUT","2403052","47487","","YXP","66.13","-65.7","660800000","-654200000","24.1","2008","2013","2008","2013","","","",""
"PANGNIRTUNG A","NUNAVUT","2403053","8273","","YXP","66.15","-65.71","660842000","-654249000","24.1","1987","2014","1987","2013","1995","2014","1995","2007"
"PANGNIRTUNG A","NUNAVUT","2403054","51217","","YXP","66.15","-65.71","660842000","-654249000","24","2013","2021","2013","2021","2018","2021","",""
"POLARIS MINE LITTLE CORNWALLIS ISLAND","NUNAVUT","2403160","6852","","","75.38","-96.92","752300000","-965500000","60.9","1991","1996","","","1991","1996","1991","1996"
"POND INLET","NUNAVUT","2403200","1773","","","72.68","-77.98","724100000","-775900000","4","1922","1965","","","1922","1965","1923","1965"
"POND INLET A","NUNAVUT","2403201","1774","71095","YIO","72.69","-77.97","724122000","-775808000","61.6","1975","2014","1975","2013","1975","2014","1975","2007"
"POND INLET AWOS","NUNAVUT","2403202","47488","71095","YIO","72.69","-77.97","724122000","-775808000","61.6","2008","2013","2008","2013","2008","2013","",""
"POND INLET CLIMATE","NUNAVUT","2403204","43223","71576","NDT","72.69","-77.96","724136000","-775727000","64.66","2004","2021","2004","2021","2005","2021","2005","2007"
"POND INLET A","NUNAVUT","2403205","51081","","YIO","72.69","-77.97","724122000","-775808000","61.6","2013","2021","2013","2021","","","",""
"POND INLET A","NUNAVUT","2403206","51080","71095","YIO","72.69","-77.97","724122000","-775808000","61.6","2013","2021","2013","2021","2013","2021","",""
"REA POINT","NUNAVUT","2403450","1793","71983","ZRP","75.38","-105.72","752236009","-1054254002","15","1969","2021","1969","2021","1969","2021","1969","2007"
"REPULSE BAY A","NUNAVUT","2403490","1775","","YUT","66.52","-86.22","663117000","-861329000","22.9","1973","2014","1984","2013","1973","2014","1973","2007"
"NAUJAAT A","NUNAVUT","2403491","52001","","YUT","66.52","-86.22","663114000","-861329000","22.9","2013","2021","2013","2021","","","",""
"NAUJAAT A","NUNAVUT","2403495","52983","","YUT","66.52","-86.22","663114000","-861329000","22.9","2014","2021","2014","2021","2018","2021","",""
"RESOLUTE BAY A","NUNAVUT","2403497","54199","","YRB","74.72","-94.97","744301000","-945810000","67.7","2016","2021","2016","2021","2018","2021","",""
"RESOLUTE BAY A","NUNAVUT","2403498","53060","71924","YRB","74.72","-94.97","744301000","-945810000","67.7","2014","2021","2014","2021","2014","2021","",""
"RESOLUTE CARS","NUNAVUT","2403500","1776","71924","YRB","74.72","-94.97","744301000","-945810000","67.68","1947","2014","1953","2014","1947","2014","1947","2014"
"RESOLUTE CS","NUNAVUT","2403505","32150","71018","XRB","74.72","-94.98","744257005","-945859007","30","2002","2021","2002","2021","2002","2021","2002","2007"
"RESOLUTION ISLAND","NUNAVUT","2403600","1777","","","61.3","-64.88","611800000","-645300000","38.7","1929","1961","1953","1961","1929","1961","1929","1961"
"RESOLUTION ISLAND","NUNAVUT","2403602","1778","71972","WRH","61.58","-64.65","613500000","-643900000","368.5","1962","2021","1962","2021","1962","2021","1962","1975"
"ROWLEY ISLAND","NUNAVUT","2403625","1779","71088","WRX","69.08","-79.03","690500000","-790200000","41","1957","2021","1994","2021","1957","2021","1958","2007"
"SARCPA LAKE","NUNAVUT","2403680","1780","","","68.55","-83.32","683300000","-831900000","271.3","1959","1963","","","1959","1963","1959","1963"
"SKULL POINT (AUT)","NUNAVUT","2403697","7357","","WJE","80","-86.43","800000000","-862600000","36.9","1983","1986","1983","1986","","","",""
"STEFANSSON ISLAND","NUNAVUT","2403756","32148","71017","XSE","73.77","-105.3","734556500","-1051744000","11","2002","2021","2002","2021","2002","2021","2002","2007"
"SPENCE BAY","NUNAVUT","2403800","1781","","","69.53","-93.52","693200000","-933100000","12.2","1951","1976","1953","1963","1951","1976","1951","1976"
"STRATHCONA SOUND","NUNAVUT","2403820","1782","","","73.03","-84.55","730200000","-843300000","357.8","1975","1975","1975","1975","1975","1975","1975","1975"
"SVARTEVAEG","NUNAVUT","2403833","50659","71872","NSG","81.16","-91.82","810939000","-914859060","72","2012","2021","2012","2021","2012","2021","",""
"TALOYOAK A","NUNAVUT","2403854","1783","71580","YYH","69.55","-93.58","693300000","-933500000","27.4","1984","2015","1984","2015","1984","2015","1984","2015"
"TALOYOAK A","NUNAVUT","2403855","53340","71580","YYH","69.55","-93.58","693248000","-933437000","27.4","2015","2021","2015","2021","2015","2021","2015","2015"
"TALOYOAK A","NUNAVUT","2403856","54219","","YYH","69.55","-93.58","693248000","-933437000","27.4","2016","2021","2016","2021","2018","2021","",""
"WAGER BAY (AUT)","NUNAVUT","2403945","31167","71049","XWB","65.88","-89.45","655245000","-892645000","18","2001","2021","2001","2021","2001","2021","2001","2006"
"WEST BAFFIN ISLAND","NUNAVUT","2403948","1784","","","68.62","-73.2","683700000","-731200000","155.4","1959","1963","","","1959","1963","1959","1963"
"YANKEE (AUT)","NUNAVUT","2404030","7359","","WPT","80.7","-81","804200000","-810000000","1052.8","1983","1986","1983","1986","","","",""
"LAILOR RIVER","NUNAVUT","240B6Q0","10835","","","69.11","-83.54","690639000","-833223000","335.2","1992","1993","1992","1993","","","",""
"MEIGHEN ISLAND NORTH","NUNAVUT","240BFH9","1729","","","80.07","-99.3","800400000","-991800000","78.3","1969","1971","","","1969","1971","1969","1971"
"MEIGHEN ISLAND NORTH ICE","NUNAVUT","240BFHR","1728","","","80.03","-99.23","800200000","-991400000","150.9","1970","1970","","","1970","1970","1970","1970"
"MEIGHEN ISLAND WEST","NUNAVUT","240BFQ9","1730","","","79.97","-99.5","795800000","-993000000","100.6","1969","1969","","","1969","1969","",""
"KANGOK FIORD","NUNAVUT","240KFNP","10838","","","68.65","-69.13","683900000","-690800000","914.4","1994","1994","1994","1994","","","",""
"KIMMIRUT A","NUNAVUT","240KFQJ","8272","","YLC","62.85","-69.88","625100000","-695300000","51.5","1987","2015","1987","2015","1994","2004","1994","2004"
"NANGMAGVIK LAKE","NORTHWEST TERRITORIES","2500440","27118","71974","WSQ","74.14","-119.99","740820000","-1195920000","32","1996","2021","1996","2021","1996","2021","1998","2007"
"CAPE NOREM","NORTHWEST TERRITORIES","2500667","1787","","","77.47","-110.47","772800000","-1102800000","13.7","1970","1970","","","1970","1970","1970","1970"
"CAPE PROVIDENCE","NORTHWEST TERRITORIES","2501419","53298","","NPV","74.46","-112.16","742723800","-1120938000","12","2014","2021","2014","2021","2017","2021","",""
"HOLMAN","NORTHWEST TERRITORIES","2502500","1788","","","70.73","-117.78","704400000","-1174700000","9.1","1941","1969","1953","1967","1941","1969","1941","1969"
"ULUKHAKTOK A","NORTHWEST TERRITORIES","2502501","1789","","YHI","70.76","-117.81","704546000","-1174822000","35.97","1979","2014","1987","2014","1979","2010","1979","2007"
"ULUKHAKTOK A","NORTHWEST TERRITORIES","2502502","53332","","YHI","70.76","-117.81","704546000","-1174822000","36","2014","2021","2014","2021","","","",""
"ULUKHAKTOK A","NORTHWEST TERRITORIES","2502503","53329","","YHI","70.76","-117.81","704546000","-1174822000","36","2014","2021","2014","2021","2018","2021","",""
"HOLMAN CS","NORTHWEST TERRITORIES","2502505","29715","71029","XHI","70.76","-117.8","704541002","-1174800002","29.9","2000","2021","2000","2021","2000","2021","2002","2007"
"JOHNSON POINT A","NORTHWEST TERRITORIES","2502657","1791","","","72.77","-118.5","724600000","-1183000000","9.1","1972","1976","1972","1976","1972","1976","1972","1976"
"MOULD BAY A","NORTHWEST TERRITORIES","2502700","1792","","YMD","76.23","-119.33","761400000","-1192000000","12.2","1948","1997","1953","1997","1948","1997","1948","1997"
"MOULD BAY CAMP","NORTHWEST TERRITORIES","2502G00","10908","","","76.23","-119.32","761400000","-1191900000","12.2","1993","1997","1994","1997","1993","1997","",""
"SACHS HARBOUR CLIMATE","NORTHWEST TERRITORIES","2503648","10076","71467","WSY","71.99","-125.25","715933000","-1251515000","87.5","1994","2021","1994","2021","1994","2021","2004","2007"
"SACHS HARBOUR A","NORTHWEST TERRITORIES","2503649","53326","","YSY","71.99","-125.24","715937000","-1251429000","86.3","2015","2021","2015","2021","2018","2021","",""
"SACHS HARBOUR A","NORTHWEST TERRITORIES","2503650","1794","","YSY","72","-125.27","720000000","-1251600000","86.25","1955","2015","1955","2015","1955","2013","1955","2007"
"SACHS HARBOUR A","NORTHWEST TERRITORIES","2503651","53328","","YSY","71.99","-125.24","715937000","-1251429000","86.3","2015","2021","2015","2021","","","",""
"THOMSEN RIVER","NORTHWEST TERRITORIES","2503886","10598","71916","WYF","73.23","-119.54","731351000","-1193218000","41.5","1997","2021","1997","2021","1997","2021","1998","2007"
"MOULD BAY CS","NORTHWEST TERRITORIES","250M001","27324","71989","WAY","76.24","-119.35","761415060","-1192050040","1.5","1997","2021","1997","2021","1997","2021","2002","2007"
"ABEE AGDM","ALBERTA","3010010","32232","71285","XAF","54.28","-112.97","541700000","-1125800000","664","1990","2021","1990","2021","2002","2021","2002","2007"
"ALBERT HALL AGCM","ALBERTA","3010060","46127","71005","PAH","53.11","-111.18","530648004","-1111052006","658","2007","2021","2007","2021","2007","2021","2007","2007"
"ALDER FLATS LO","ALBERTA","3010080","1807","","","52.8","-114.82","524800000","-1144900000","1075.9","1952","1984","","","1952","1984","1952","1984"
"ALLIANCE","ALBERTA","3010160","1808","","","52.43","-111.78","522600000","-1114700000","715.7","1916","1982","","","1916","1982","1916","1982"
"ALLIANCE AGCM","ALBERTA","3010162","46327","71006","PAA","52.32","-111.78","521855007","-1114643006","737","2007","2021","2007","2021","2007","2021","2007","2007"
"ALLIANCE GREENVIEW","ALBERTA","3010164","1809","","","52.38","-111.8","522300000","-1114800000","731.5","1960","1962","","","1960","1962","1960","1962"
"ALLIANCE SOUTH","ALBERTA","3010175","1810","","","52.42","-111.78","522500000","-1114700000","713.2","1982","2000","","","1982","2000","1982","2000"
"AMISK","ALBERTA","3010232","1811","","","52.68","-111.12","524100000","-1110700000","701","1967","1974","","","1967","1974","1967","1974"
"ANDREW","ALBERTA","3010234","1812","","","54.02","-112.23","540100000","-1121400000","610","1973","2017","","","1973","2017","1973","2007"
"ANDREW AGDM","ALBERTA","3010237","32253","71286","XAG","53.92","-112.28","535501000","-1121645000","625","1998","2021","1998","2021","2002","2021","2002","2007"
"ARMENA","ALBERTA","3010301","1813","","","53.13","-112.95","530800000","-1125700000","746.8","1969","1972","","","1969","1972","1969","1972"
"AURORA LO","ALBERTA","3010410","1814","","","52.65","-115.72","523900000","-1154300000","1341.1","1968","2011","","","1968","2011","1968","2007"
"BASELINE LO","ALBERTA","3010534","1815","","","52.13","-115.42","520800000","-1152500000","1897.1","1961","2011","","","1961","2011","1961","2007"
"BASHAW","ALBERTA","3010535","1816","","","52.68","-112.87","524100000","-1125200000","792.5","1906","1922","","","1906","1922","1906","1922"
"BATTLE HEADWATERS","ALBERTA","3010540","42164","","","52.93","-114.2","525550000","-1141142000","654","2003","2007","","","2003","2007","2003","2007"
"BEAVER HILLS WEST","ALBERTA","3010558","1817","","","53.53","-112.53","533200000","-1123200000","769.6","1897","1908","","","1897","1908","1897","1908"
